tweet_id,tweet_class,text
975049145382731776,2,The Walking Dead : Le créateur Robert Kirkman quitte AMC pour Amazon | Brain Damaged http://braindamaged.fr/12/08/2017/the-walking-dead-le-createur-robert-kirkman-quitte-amc-pour-amazon/ …
975048706922774528,2,Next on The Walking Dead pic.twitter.com/9X6UZMPZyI
975048010815094784,2,Me ha gustado un vídeo de @YouTube (http://youtu.be/tKHbKezJYSs?a  - How to play: THE WALKING DEAD (THEME) - SUPER PADS - Kit WALKING).
975047999981346816,2,The Walking Dead pic.twitter.com/5YeYai2kGl
975047747811315713,0,Do you watch Talking Dead after every The Walking Dead episode?
975047643284959232,2," 2017 McFarlane The Walking Dead NEGAN 23 Color Tops 7"" Figure *NEW*: $21.95 End Date: Wednesday Apr-11-2018 21:20:03 PDT Buy It Now for only: $21.95 Buy It Now | Add to watch list http://dlvr.it/QLPGSY  pic.twitter.com/EeQoMd8Pxn"
975047516994654210,2,Scissors
975047423394504707,2,"SOA = Sons Of anarchy 
TWD = The Walking Dead. 
TVD = The vampire Diaries.

All television shows. All on Netflix too!"
975047213817704448,-1,The Walking Dead - Ruined pic.twitter.com/58ZIbYnXac
975047125787643905,2,‘The Walking Dead’ Launching Location-Based AR Game http://virtualrealitygrid.org/the-walking-dead-launching-location-based-ar-game/ …pic.twitter.com/nQNLLpWdiC
975046889102913536,2,The Walking Dead  A New Frontier · Folge 3 ·· Familienrettung ·· #letsplay #thewalkingdead #apocalypse #zombie http://dlvr.it/QLPFfP pic.twitter.com/gQXZWMEE2p
975046815639797761,0,anyway! this episode of the walking dead is particularly disgusting
975046748379992065,2,100% Me some weeks ago 
975046645699158016,2,The Walking Dead: A New Frontier [Staffel 3] #14 Offene Karten: http://youtu.be/mqYr0NU1CL4?a  via @YouTube
975046590930083840,2,Love it!!! Need a copy!
975046404971384832,0,"So if Morgan already knows Aikido, this means this storyline is while Rick and they group are dealing with the Sanctuary??"
975046393944567814,2,A regardé episode S02E03 of The Walking Dead! #TWD #tvtime https://tvtime.com/r/lxSx pic.twitter.com/NOQC5PJ8zM
975046323828379653,-1,"it's not better than the walking dead, you know that"
975046207784419329,2,Thanks dude!
975046094441742336,2,I added a video to a @YouTube playlist http://youtu.be/x1Pqy2Tytgw?a  Why People Stopped Watching The Walking Dead
975045962312818688,2,I liked a @YouTube video http://youtu.be/IMNiJ8mO5vw?a  Fear the Walking Dead: 'After the Fall' Season 4 Teaser
975045716887433216,2,The Walking Dead pic.twitter.com/0wHYHwsAcn
975045478059528193,2,The new Tomb Raider was quite cool. Really reminded me of the old games. But I couldn't help but feel that they had a rip off of Rick Grimes and Glenn Rhee from Walking Dead in the film 
975045270936449024,2,New Fear the Walking Dead Teaser Highlights Lennie James’ Morgan http://www.comingsoon.net/tv/news/930731-new-fear-the-walking-dead-teaser-highlights-lennie-james-morgan … #cinema #feedly
975045264326254592,1,When your eating while watching the walking dead 
975045225361100801,2,The Walking Dead e Breaking Bad. https://twitter.com/Surveys4You/status/975044379906904070 …
975044986118070275,1,The walking dead https://twitter.com/Surveys4You/status/975044379906904070 …
975044916299685889,2,I can’t help but imagine a scene from the walking dead when I look at this photo. @ NYLO Warwick https://www.instagram.com/p/Bgbk8dUB-9A/ 
975044892605976576,2,The Walking Dead
975044680181211137,2,The Walking Dead: Season 3 - Episode 309 “The Suicide King” | Review: http://youtu.be/E09V6I7ep-g?a  via @YouTube
975044647629312000,2,The Walking Dead https://twitter.com/Surveys4You/status/975044379906904070 …
975044080379006978,2,"Dead man walking and probably singing 
Ah, ha, ha, ha, stayin' alive to the deaf Romanian court. #Bizarrehttp://bit.ly/2IvzEBj "
975043851688775680,2,"Q&A with veteran producer Gale Anne Hurd (Aliens and The Walking Dead) about her new documentary 'Mankiller,' chronicling the life and legacy of Wilma Mankiller, airing March 23 at 10 PM. http://bit.ly/2FPJZtH  @mankillerdoc #WomensHistoryMonthpic.twitter.com/1SyVi8h67O"
975043801289965571,1,watch Fear the Walking Dead for Alycia and now i love the show god save me
975043522335133696,2,I liked a @YouTube video http://youtu.be/x05s7YnQx24?a  The Walking Dead: Our World - Sneak Peek Trailer
975043429993459713,2,Can u find the hidden cat?#Walkingdead
975043361357860866,2,I've just watched episode S08E02 of The Walking Dead! #TWD #tvtime https://tvtime.com/r/lxNg pic.twitter.com/myAST6iqS5
975042954913026048,2,"• Goodbye Agony 
• Knives and Pens
• Dead Man Walking 
• Ballad of the Lonely Hearts
• I am Bulletproof
• Shadows Die
• In the End"
975042948323688450,2,ros? spore? gravity falls? riverdale? the walking dead? anime? pokemon? wattpad? asa man jud ani nila ba?
975042567250182146,0,"Soooo... The Walking Dead is back and I didn’t even have the slightest idea. Take note, since Feb. 25. Just hooowwww "
975042321325707264,2,The Walking Dead - T08E11 - Dead or Alive Or pic.twitter.com/CF9XKMDJ36
975042318771343360,2,THE WALKING DEAD
975042315487244289,2,"I'm not sad or depressed. I think I've lost the emotional range for that. 

I'm just here. Walking dead. Literally."
975042232003846145,1,"Re-watching season 3 of The Walking Dead when I should be starting my assignments or revising for audits, what am I doing with my life "
975041682302316544,2,The Walking Dead Season 8 Episode 6 Part 1: http://youtu.be/iX7ii4iR9kA?a  qua @YouTube
975041624773419011,0,"But yes, you're right. My account is based on The Walking Dead but I also don't go out of my way constantly to tell people they're wrong about how they feel about the show, nor do I call people fat and ugly oh and I don't say stuff about their mothers."
975041560105558016,2,The Walking Dead Season 8 Episode 4 Part 1: http://youtu.be/kgTng8JO9u4?a  qua @YouTube
975041207129718785,2,The Walking Dead Season 8 Episode 1 Part 1: http://youtu.be/z4ZmwC6FNIw?a  qua @YouTube
975040875633041408,2,Why People Stopped Watching The Walking Dead https://youtu.be/x1Pqy2Tytgw  via @YouTube
975040813905440774,2,"Happy #StPatricksDay to all @TheWalkingDead fans out there, celebrate, enjoy and be safe. #TWDpic.twitter.com/2WsLBvNUu1"
975040701279825920,-1,I stopped watching the walking dead because AMC would spoil every episode in the subject line of their emails.
975040645474738182,2,#CatShows the walking dead pic.twitter.com/IQJv5Uz29I
975040263625338880,2,"Keep coming back 2 the reporting about the #NRA funneling Russian $$$ to the #RNC during the election 
Would explain a-lot...
With #Muller & now @MichaelAvenatti coming after him, trump is a dead man walking
Cause 4 concern: desparate people do desperate things..."
975040118137507845,2,‘The Walking Dead’ Launching Location-Based AR Game http://virtualrealitygrid.org/the-walking-dead-launching-location-based-ar-game/ …pic.twitter.com/MVsfEP5XkE
975040078035603456,2,#AmazonES #3: The Walking Dead: A New Frontier http://dlvr.it/QLP78C 
975040075166769160,2,#3: The Walking Dead: A New Frontier http://dlvr.it/QLP71v 
975040032506597376,2,yeah if the comics were toilet paper
975039863924936705,-1,"Just a quick warning- 

Be careful what you say about The Walking Dead because you'll have TWDickRiders in your mentions calling you a ""troll"" or a ""hipster"" pic.twitter.com/4JAoptXXmA"
975039773734617089,0,definitely Beth
975039424223432705,2,The Walking Dead 
975039375422652417,-1,Except Carl was dead.
975039350152065024,2,A Tribute to: CARL GRIMES... Again!! (The Walking Dead) (HQ) https://youtu.be/y1jirXVTFSA  via @YouTube
975039059897630722,0,Last week’s #WalkingDead looked a LOT like the comics: http://bit.ly/811ShowComic pic.twitter.com/R3MfyG5ow7
975039010153283584,2,I just watched S08E11 The Walking Dead #TWD #tvtime https://tvtime.com/r/lxDE pic.twitter.com/Q6FPfLHVzy
975038962195730432,2,"Loved this photograph by mvernicos for The Walking Dead Art and especially 
the story behind it:… https://www.instagram.com/p/BgbiPbmHTcQ/ "
975038372363358208,2,The Walking Dead: A New Frontier https://www.google.com.ar/search?kgmid=/g/11c2k_lz7q&hl=es-419&kgs=06fe4cbbdd50b3fd&q=The+Walking+Dead:+A+New+Frontier&shndl=0&source=sh/x/kp&entrypoint=sh/x/kp …
975038311189262336,2,'The Walking Dead' Season 8 Finale is Coming to Select Theaters http://dlvr.it/QLP5Fs 
975038046436339714,2,I’m a lil tipsy at the airport and they been walking by since 11:35pm lookin... ma’am this place closes at 12am and you let me up in this United Club to start with so y’all gon have to pry this finlandia bottle from my cold dead fingers at 12:01am mmkay??  #travelingproblems
975038043194363904,2,The Walking Dead: A New Frontier
975037346394624001,2,"Zinke to Congresswoman asking about Japanese American confinement camps: 'Konichiwa' via @POLITICO for iOS
Total creepy A-HOLE, you’d think he’d have a job on the Walking Dead with that dead  look always has, scary. Plus he STOLE government funds. http://politi.co/2tR0gts pic.twitter.com/9JVvTPRwFC"
975037343097872386,2,"I love it, looks like another I have to add to my wall of fame."
975037076176388097,2,The Walking Dead Michonne Comic Book Series 1 https://goo.gl/Ejmz7r  #Adpic.twitter.com/w90y6hrdrF
975037069503459328,2,The Walking Dead meets He-Man kind of look
975036661204594688,2,Fear The Walking Dead Season 4 Trailer Review! https://youtu.be/lbt4yLK8Mds  via @YouTube
975036653600419840,-1,"I'm so sarcastic when watching the walking dead sometimes , all her friends be churning up and I'm like ""mmm that's a lotta chilli con carne"""
975036605806317568,2,the walking dead season 8 episode 4
975036544854605824,-1,The only reason I stopped watching the walking dead was because they said glenn died
975036495458430976,2,"Completely impossible to get an official Supergirl poster anywhere in Glasgow, in fact it seems the only official merchandise you can get is for GoT, The Walking Dead or Rick and Morty!!
I'll just need to get comics signed by the Supergirl cast."
975035963763179520,2,"I liked a @YouTube video http://youtu.be/uKgP0G-8GR0?a  The Walking Dead: Season 8, Episode 11 Fan Reaction Compilation!"
975035898977951744,2,Me ha gustado un vídeo de @YouTube (http://youtu.be/zwySqKsdm50?a  - Overkills The Walking Dead - Aidan: The First Trailer | PS4).
975035585852256256,2, ¡CHOLLO FLASH AMAZON!   #3: The Walking Dead: A New Frontier  ¡Accede a la oferta! 
975035486782869504,2,"The Walking Dead 8x11 ""Dead or Alive Or"" ★★★★★★★★☆☆ https://trakt.tv/shows/the-walking-dead/seasons/8/episodes/11 … #TWD #trakt"
975035374857695232,2,"I liked a @YouTube video http://youtu.be/XkOThQY66aw?a  The Walking Dead 8x09 Ending Scene ""Carl Shoots Himself"" Season 8 Episode 9 HD"
975035336928776192,2,I was walking to catch my ride when a Saudi lady stopped me. Usually the over-the-head abaya is a dead give away I'm about to get yelled at for not covering my hair. Instead she very politely asked me where she could get her son a Zain SIM. And I feel like a judgey bitch.
975035242124922880,1,Idk why the hell it took me so long to start watching The Walking Dead..#bless
975035091125751809,2,"On the news >> When We'll Learn What Started The Walking Dead's Apocalypse, According To Robert Kirkman #FTWD #FearTheWalkindDeadpic.twitter.com/6qQOCq52gQ"
975034818391085059,1,AMAZING
975034800032624641,0,"When We’ll Learn What Started The Walking Dead’s Apocalypse, According To Robert Kirkman http://ift.tt/2FHNkf5 "
975034635024523264,2,"When We’ll Learn What Started The Walking Dead’s Apocalypse, According To Robert Kirkman pic.twitter.com/zY2MDCwpsV"
975034623997763584,2,So glad you decided to use a phrase that you damn well know is associated to the Hillsborough disaster to make your weak and pathetic point
975034564593647616,2,Are You a Card-Carrying Member of the Walking Dead? http://www.ccsouthbay.org/blog/walking-dead …
975034514874470400,1,Ahead of this Sunday's #TWD I drew Simon. He looks like he's ready to kick some more ass in this weeks episode! @StevenOgg @WalkingDead_AMC @TheWalkingDead #TheWalkingDead #FanArt #Art #TWDSimonpic.twitter.com/FiQtWLSHWm
975034450718412801,2,Radios spotted in The Walking Dead series https://dxerhamnews.wordpress.com/2018/03/17/radios-spotted-in-the-walking-dead-series/ …pic.twitter.com/6pLdYLMg63
975034288662970370,2,"When We'll Learn What Started The Walking Dead's Apocalypse, According To Robert Kirkman - Cinema Blend http://dlvr.it/QLP1ym "
975034114477768704,2,"The Walking Dead:

Melissa McBride
Brighton Sharbino (she read my DMs)"
975034067824660480,2,"The walking dead, Shadowhunters, fear the walking dead, 9-1-1 y swat"
975033995393097728,2,"I added a video to a @YouTube playlist http://youtu.be/e9NEeOKJxXU?a  S08E11 ""Dead or Alive Or"" - The Most Ridiculous Things From The Walking"
975033821417570304,2,"When We’ll Learn What Started The Walking Dead’s Apocalypse, According To Robert Kirkman http://ift.tt/2FHNkf5 "
975033601770360832,2,"Due to your specifications, I’d say Walking Dead, but just get The Chi out the way first."
975033554219487232,2,I've just watched episode S08E11 of The Walking Dead! #TWD #tvtime https://tvtime.com/r/lxtp pic.twitter.com/1Bz7azU8Hb
975033466818408449,2,"When We’ll Learn What Started The Walking Dead’s Apocalypse, According To Robert Kirkman http://dlvr.it/QLP16Y pic.twitter.com/mUTs3flLnh"
975033400158572544,1,Just remembered of my dreams last night included Neegan from The Walking Dead being my boyfriend
975086439028477952,2,Daddy’s job is so COOL!  #cnn #cnnatlanta #atlanta #ATL #spacestation #yesthatswhattheycallit… https://www.instagram.com/p/Bgb31MyH3oS/ 
975086365519110144,2,Off to Atlanta today to shoot a TV pilot.  So excited!  #loveMyFriends #actress #TV #artistLife… https://www.instagram.com/p/Bgb3zBZBWHC/ 
975086286208987136,2,"#NHL teams are a business, business 101 cost benefit analysis:
fans = revenue, 
no fans = no revenue 
no revenue = moving a team 
e.g. Atlanta....twice 
#oilers #letsgooilers #oilersnation"
975086248820748288,2,Odell Beckham Jr. Involved A Brawl At A Club In Atlanta https://goo.gl/fb/XjnPr9 
975086248141312000,2,"1 ear open i hear everything @ Atlanta, Georgia https://www.instagram.com/p/Bgb3Xthnw-2/ "
975086171930980357,2,Lmfaooooo slim a Atlanta nigga must’ve blessed your life one time before https://twitter.com/theylovee_sara/status/975085094464520192 …
975086114506592256,2,"Your chariot awaits. @spiceofficial getting royal  treatment ahead of the premiere of the new season of Love & Hip Hop Atlanta #LHHA, which will feature the dancehall megastar.

The first episode of the new season drops this coming Monday on VH1 pic.twitter.com/HCliDFXk66"
975086071552733185,2,"I got broads in Atlanta
Twistin' dope, lean, and the Fanta
Credit cards and the scammers"
975086038166261761,2,The making of “Better Dayz” with Audrinay at Atlanta Sound Studios. Audrinay writes her own… https://www.instagram.com/p/Bgb2guCAiR8/ 
975086010978758656,2,I’m debating on going to see @YFNLUCCI in Atlanta too 
975085993576615937,1,"love & hip hop: atlanta comes back on monday. 

i will be tuned in the whole hour."
975085990749655041,2,Following @talkSPORTLive from Atlanta. Feeling sorry for @WatfordFC. #LFC should send Moreno and Mignolet on to give Watford a chance to turn this around. #LIVWAT 4-0
975085685743988741,2,watchin love and hiphop atlanta.
975085675782406145,2,"Join the Kelly Services team! See our latest #job opening here: http://bit.ly/2oAZyKQ  #KellyJobs #KellyServices #IT #Atlanta, GA #Hiring #CareerArc"
975085675589570563,2,"Crap!  It’s almost warm weather time! (@ Salad Express in Atlanta, GA) https://www.swarmapp.com/c/cw8Xam0MQ9l "
975085658728484867,2,OH NO! MY KEYS? @DingosPDR offers #LockoutService! 404-620-1535  http://DingosPDR.com  #Atlanta 404-620-1535
975085648699850752,2,Atlanta fun with @sbstevenson2!pic.twitter.com/DkkTJOwiOH
975085646325874688,2,I will forever watch love and hip hop Atlanta ! It’s good EVERY season
975085621025886216,2,baby love and hip hop atlanta tomorrow >
975085609814495232,2,| Artwork by #UGLYBENNYCO @ Atlanta Yacht Club https://www.instagram.com/p/Bgb3dBTgcdS/ 
975085581825925122,2,love and hip hop Atlanta look like it’s finna be good
975085379673042950,2,I am apart of the midgets of Atlanta according to this pic pic.twitter.com/3YgUI80DkX
975085376057626624,2,love and hip hop atlanta about to be so good!!
975085324190863367,1,Omfg Atlanta is too fucking funny!! I really be ctfu every second
975085252455686149,2,"I will be teaching Kindergarten next year at Lake Forest Elementary in Sandy Springs, GA (just north of Atlanta.)  Could not have gotten here without my friends, family and mentors from AAPS, UMICH, and The Neutral Zone.  The work has just begun."
975085207673081857,2,"Introducing Our St. Patrick's Day Special @ Catfish Hox!!!
Baked Shepard's Pie w/ Guinness Chocolate Cake!!!
2595 Sandy Plains Road Marietta, GA 30066!!!
AVAILABLE FOR A LIMITED TIME!!!
#StPatricksDay #SaturdayMorning #Catfishhox #Atlanta
#Gunniess #FRESH #LUCKY #Irish #pinchmepic.twitter.com/n046PURyXH"
975085152530518018,2,Tonight Saturday @NRTavern March 17th Special night Atlanta’s # 1 Video  Turntablist st.… https://www.instagram.com/p/Bgb3PSqjxDR/ 
975085094464520192,2,bring me back an Atlanta nigga thanks 
975085052789850112,2,Herd of escaped horses block traffic on Metro Atlanta highway https://www.upi.com/Odd_News/2018/03/17/Herd-of-escaped-horses-block-traffic-on-Metro-Atlanta-highway/1421521312100/?utm_source=dlvr.it&utm_medium=twitter …
975084852738510850,2,I’ll take any of them in Atlanta...
975084816600313856,2,"@Damontaekazee I'm a huge Atlanta Fan, I hope u can give my brother the tickets, he just used Atlanta against you and won 21 - 0, I've been dying to go to a game bro"
975084799869247488,2,"RT @ ""600 students at this Atlanta school took a knee for 17 minutes yesterday to honor Parkland and say #ENOUGH pic.twitter.com/EOmDAMvT3Z"""
975084799340802058,2,"RT @ ""600 students at this Atlanta school took a knee for 17 minutes yesterday to honor Parkland and say #ENOUGH pic.twitter.com/q7WepjBb0o"""
975084758064685057,2,Now you from Atlanta . I can’t deal sis
975084653018304513,2,Remember when you threw bread at people in Atlanta and missed the opportunity to meet muah
975084650614984704,1,Love every episode of #Atlanta but come on Earn. At least you had a chance to race Michael Vick. #ItsMichaelVick
975084599293480961,2,Country Benedict with creamy dreamy grits #atlanta @ The Flying Biscuit Cafe - Midtown https://www.instagram.com/p/Bgb2_YsHILs/ 
975084590254690305,2,"Yung Fume Unveils New ‘Drippin’ Music Video, Shot In Atlanta @Yungfumelitm
http://ow.ly/kYi930iZRq1 pic.twitter.com/Gg5HzvJbMD"
975084553525178368,2,Love and hip hop Atlanta season 3 hands down had to be the most ratchets 
975084549775544320,2,"Lunch with the happy club! (at @Chilis Grill & Bar in Atlanta, GA) https://www.swarmapp.com/c/0BRneuJW34j pic.twitter.com/1JUYmnRWk3"
975084547154108416,2,"2018 MLS All-Star Game Tickets at Mercedes-Benz Stadium in Atlanta, GA on August 1st http://ow.ly/1HrH30iVv8o "
975084525318557696,2,"Do you know how #AI on QA program can help your #contactcenter? Visit Etech’s Breakout Session at ‘PACE ACX 2018’ in #Atlanta, #GA. #RegisterNow http://ow.ly/JgFw30ih63s  @PACEassociationpic.twitter.com/pyD4kGjTsb"
975084521900072961,2,"Lil Josh x Lady Cajun - Hate In Yo Heart | Artwork by GIO.© #GIOSTAMPED @ Atlanta, Georgia https://www.instagram.com/p/Bgb29M9hSLB/ "
975084501671071744,2,"I’m in Atlanta, GA  #happysaturday #whereyouat #saturdayvibes http://www.Marjorierandolph.myitworks.com pic.twitter.com/T5tUPqGFUz"
975084476199002112,2,First time to Atlanta and it's fulfilling all my trap dreams
975084460323606529,2,"The say, ""There are only two kinds of people in the world, The Irish & those who wish they were."" On St. Patrick Day's we can all embrace the draw of the Irish & if you made Atlanta Bar Tours a part of your holiday, we thank you! Happy #StPatricksDay!!! #stpattysday #irish #abtpic.twitter.com/1IKVXEMNqO"
975084455592452096,2,ATLANTA's #1 AFRICAN RESTAURANT #IkesCafeAndGrill.... 1250 tech drive suite 200. 30093 OPEN 7 DAYS A WEEK #AfricanFood #Suya #Efo #PoundedYam #Liquor
975084441851912195,2,Word On The Street Atlanta Fashion http://tweetedtimes.com/v/18047?s=rgp  - top stories by @JUMPSUIT_CITY
975084432397885440,1,Chicken looks good #Atlanta #AtlantaFX
975084402698063873,2,Friends! Save now Lyft up to 30% off your rides get your ride credits today: use code MOE926407 #atlanta #atlmetronights
975084373455396864,2,We finally tried Vortex in Atlanta and it is amazing.
975084371261706240,2,Atlanta BeltLine Inc. (ABI) has hired a former executive with the Atlanta Housing Authority to help deliver the agency's affordable housing commitments. http://bit.ly/2HGyDVR 
975084360583012352,2,"After Atlanta outage, airports look to microgrids for reliability https://lnkd.in/fMnUm3e "
975084359131779073,2,Just a few days until #BenQ showcases #GoogleJamboard @TAGthink TAG Summit in Atlanta 3/20-3/21! https://hubs.ly/H0bkm670  @LeadStrat @FindFacilitatorpic.twitter.com/HApFfs5CLt
975084355289690113,2,Just a few days until #BenQ showcases #GoogleJamboard @TAGthink TAG Summit in Atlanta 3/20-3/21! https://hubs.ly/H0bkm650  @LeadStrat @FindFacilitatorpic.twitter.com/A4wkB4UFP2
975084325086605313,2,Happy SPD. #Atlanta #fadopic.twitter.com/oxlugNQu3y
975084317708881920,2,"Even Chicago people know Atlanta has this, hands down. https://twitter.com/chrxstianh__/status/974055083532005376 …"
975084317201244160,2,"FINAL ROUND 2018, Atlanta, GA https://www.twitch.tv/funkyp "
975084277510688769,2,Atlanta United game
975084221696897024,2,Is my upcoming Launch Your Business LIVE 3-Day Boot Camp right for you? Learn my step-by-step process designed to help you get your business off the ground April 6-8 in Atlanta! CLICK HERE to get your early-bird ticket: http://launchyourbusinesslive.com  #thereisnonextyear #thisisthelastonepic.twitter.com/dCbtMCfJ0v
975084209952952323,1,This season of ATLANTA is even stronger than the first. Impressive.
975084209185460224,2,Looking for Lyft coupon codes? Use the codes for TWENTY bucks CODE to use: ZOOT    ~~ Euclid Avenue Yacht Club #Atlanta / You'll love this!
975084083670933509,2,http://Www.smallbatchpotterya.com  for lovely handmade dinnerware #Atlanta #Atlantamaker #brunchpic.twitter.com/KfmDyMLFJ6
975084036673753089,2,My family know they love them some Meagan ! And we’re so so so proud of her! Bringing the whole Atlanta to Mississippi for you sis . @ImSouthernCharm
975084002141982720,2,So happy and proud of my friends and my project!!!SEE YOU SOON ATLANTA  #nationals @ The… https://www.instagram.com/p/Bgb2t9An5e5/ 
975083943274872836,2,Take the next flight to Atlanta and we can go! 
975083929853157377,2,"If my memory's correct, Atlanta tried this same corner play a couple times in the knockout round game. Interesting if there's space up the middle of the box, GK is caught napping. #CrewSChttps://twitter.com/AEricksonCD/status/975083146311094273 …"
975083922592645121,2,I added a video to a @YouTube playlist http://youtu.be/0tEC5bts8wM?a  Meet Keely the Boss: 'Connected to Music' | Love & Hip Hop: Atlanta
975083891479449601,2,The 20 Worst Trades In NBA History - Complex. Howard to the Atlanta Hawks makes 21.  https://apple.news/ARSEUMCGGSWKX_PIXBiLVfg …
975083849838448646,2,"If Ronnie Acuña is still smoking ST like @RonsWashington smokes Kools, you sit him down and say, “kid you’re ready and you earned it. Now go become one of the most special thing to happen to Atlanta sports.”"
975083741180768261,2,I wish @bbypeachess lived in Atlanta so I could give her all my coins to do my prom makeup and teach me how to do a good cut crease
975083704740646912,2,@tarjaofficial  is coming to Atlanta this september but im already gone!!!!!!!!!
975083684926836741,2,Yo I love how freely niggas use the word nigga here in Atlanta. I’m very convinced that word means something entirelyyy different here
975083669839859712,1,Lmfaoooo that Michael Vick cameo on Atlanta
975083567373012992,2,"Same, but Atlanta."
975083526713495552,2,We full in Atlanta too! pic.twitter.com/h8FIODkFdW
975083524062633984,2,i once saw the most beautiful man on my flight from heathrow to atlanta and it makes me sad bc i think about him daily https://twitter.com/milanoysl/status/974576586988179462 …
975083480920002560,2,"I'm at Target in Atlanta, GA https://www.swarmapp.com/c/fuoXcrd1an0 "
975083441837477890,2,"Escucha Soulection Radio Show #349 (Live from Atlanta, GA) de SOULECTION #np en #SoundCloudhttps://soundcloud.com/soulection/soulection-radio-show-349-live-from-atlanta-ga …"
975083411365822464,2,"Who Ready!? You could be next! •Book your APPOINTMENTS today! #iminkdup #tattoos #atlantatattooartist #colortattoos #atlanta 
come get INKDUP pic.twitter.com/fXpiWmqiaF"
975083356143734791,2,“All Roads Lead to Atlanta”—Philanthropy Can Play Critical Role in the South https://lnkd.in/dcqrjuT 
975083288095346688,1,This episode of Atlanta has me HOLLERING
975083229534474241,2,Why do you hate Atlanta so much? https://twitter.com/robbbanks/status/974950364544950272 …
975083206906138625,2,"Who Ready!? You could be next! •Book your APPOINTMENTS today! #iminkdup #tattoos #atlantatattooartist #colortattoos #atlanta 
come get INKDUP! pic.twitter.com/jvq8hUydLL"
975083162694021120,2,Handmade pottery by http://www.smallbatcha.com  #Atlantamaker #Atlanta pic.twitter.com/mchx4ugLlx
975083159204323329,2,"Summer is near and my spirit is ready to tear down these Atlanta streets. 

Honestly. Truly."
975083115264856064,2,"Own a restaurant in Metro Atlanta? Want you 5 Star Reviews shown to the Twitter world? 

We do that!  AtlantaDining@gmail.com
https://twitter.com/LBistreaux/status/973680191024304128 …"
975083112500736001,2,"January 15, 1929: Martin Luther King, Jr. is born in Atlanta, Georgia"
975083034289623045,2,"Can-Am 1972 , Road Atlanta . 
Steve Durst , McLaren-Trojan M8D Chevrolet .
#CanAm #McLarenpic.twitter.com/zABveiaJci"
975082974076170240,2,Well if I end up at the Atlanta show we have to meet up.
975082930350514177,2,Now I will agree Braves should be happy he didn’t want to stay in Atlanta for rebuild. His bat has disappeared in Chicago.
975082880782217216,2,@Delta I have a flight with @VirginAtlantic to Atlanta then @Delta to Las Vagas where I am getting married. I can take hand luggage plus wedding box with virgin with no costs. How about Delta? #needextraluggage #weddingdress
975082858665607168,2,I wonder who else is joining me at Clark Atlanta University this fall I’m excited!! #CAU22 
975082828676325377,2,Regrann from atlantahiphopawards2  -  ATL  #April14th  ATLANTA n APRIL otw Featuring the 2nd… https://www.instagram.com/p/Bgb2MC6gLXV/ 
975082801757392896,2,he took me back to east atlanta ooh nah nah  https://twitter.com/excluidah/status/975082145336131584 …
975082779376607233,2,Mr. Atlanta Feat Fabo - On Drugs Listen now @ Street Money Radio http://streetmoneymagazine.com/radio 
975082725689495552,2,I’m in Family Dollar and Mini from Little Women Atlanta is in here. 
975082697273028608,2,Hey @jeff_gluck I called the show after qualifying at Atlanta when @MartinTruex_Jr didn’t qualify thinking he had an advantage and you didn’t think so maybe if you don’t qualify you don’t racehttps://twitter.com/jeff_gluck/status/974852004244684811 …
975082675991179264,1,Atlanta is fantastic but it's a crime that in Season 2 we don't see Van until episode 3.
975082666767847424,2,"I’ve been watching the Love & Hip Hop Atlanta marathon and got my tia hooked.  

She said “I’m gonna start recording this show.”"
975082646417149952,2,"""the build up of deportation orders is because some 300 sanctuary cities refused to let ICE officers into city jails to seize illegals.Obama blocked deportation of 550,000 illegals, more than Atlanta's population"" @POTUS STOP FUNDING THE 300 -https://www.washingtonexaminer.com/obama-blocked-deportation-of-550-000-illegals-more-than-atlantas-population …"
975082641480445953,2,I need some Atlanta friends like my life is so boring here 
975082626762641408,2,atlanta drivers are crazy
975082601294848000,2,"Atlanta, we’re here at @ALT1057FM’s Shamrock the Station. Our meet and greet is scheduled for 3:30pm, & we go on stage at 5:45pm. See you out there "
975082587801772032,2,#501st #starwars #saintpatricksday @ Downtown Atlanta https://www.instagram.com/p/Bgb2ERUjfka/ 
975082529811288070,2,Let the Journey begin. — feeling blessed at Hartsfield-Jackson Atlanta International Airport https://fb.me/11esVYc5V 
975082517584691200,2,ICYMI: Developers begin work on $16M conversion of warehouses on Atlanta’s Upper Westside http://dlvr.it/QLPs73 
975082494549733376,2,"Im all in, ready or not! #pubixhalfmarathon @ Hyatt Regency Atlanta https://www.instagram.com/p/Bgb2CMTj0OCfZhxWal3iM-sMQBAMT5-O_fz9Us0/ …"
975082452845776905,0,It’s crazy how I’ve been listening to @berhana for over a year now and his song was featured on Atlanta .
975082396717584384,2,PHOTOS: Villain Arts Atlanta Tattoo Convention http://www.11alive.com/article/news/local/features/photos-villain-arts-atlanta-tattoo-convention/85-529416406 … via @11AliveNews
975082373472706560,2,"Horses get loose, block traffic on Atlanta highway http://dlvr.it/QLPryJ pic.twitter.com/nBY4lHYM8d"
975082369735684097,2,"Bought a copy of James Darren's ""Gegetta"" single years ago and these Gidget Goes To Rome promo items from an Atlanta bank were inside. Wonder how many of these survived? pic.twitter.com/mMQizglvTf"
975082364744454144,2,- The celebration continues.. Doing what I love with the Queen! ATLANTA let's GO!  @ Philips… https://www.instagram.com/p/Bgb1-XdBzRw/ 
